ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (°/s),GYROSCOPE Y (°/s),GYROSCOPE Z (°/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),SOUND LEVEL (dB)
0.105,-0.175,9.807,0.172,-0.153,9.804,-0.066,-0.022,0.043,0,-0.3,0.5,26.358,-11.2,14,-17.3,37.9,0.9,-1,35.59
0.105,-0.175,9.807,0.172,-0.153,9.804,-0.066,-0.022,0.043,0,-0.3,0.5,26.358,-10.7,14,-16.7,37.9,0.9,-1,35.59
0.179,-0.144,9.716,0.172,-0.153,9.804,-0.066,-0.022,0.043,0,-0.3,0.5,2.695,-11.1,13.6,-17.4,37.9,0.9,-1,35.59
0.125,-0.156,9.771,0.154,-0.151,9.804,-0.029,-0.005,0.027,-0.1,-0.3,0,2.695,-11.3,13.3,-17.4,40.1,0.9,-0.9,39.16
0.155,-0.16,9.69,0.166,-0.161,9.804,-0.01,-0.001,-0.039,-0.3,0,0.1,25.937,-11.2,13,-18.6,40.1,0.9,-1,39.16
0.172,-0.189,9.726,0.169,-0.169,9.804,0.005,-0.022,-0.003,-0.2,-0.1,0,26.358,-11.2,13.6,-18,38,1,-1,39.16
0.167,-0.134,9.752,0.173,-0.165,9.804,-0.004,0.029,0.018,0,-0.3,0,26.021,-11.3,13.3,-18.7,40.1,1,-1,37.49
0.148,-0.144,9.759,0.173,-0.162,9.804,-0.023,0.017,0.022,0,-0.3,0.1,26.021,-11.2,13.4,-18.9,40.1,0.9,-1,37.49
0.165,-0.165,9.781,0.176,-0.16,9.804,-0.01,-0.006,0.032,0.1,-0.2,0.1,25.684,-10.8,13.6,-19.3,37.9,0.9,-1,37.49
0.158,-0.151,9.766,0.177,-0.158,9.804,-0.018,0.007,0.016,0,-0.4,0,26.021,-10.7,13.6,-19.3,37.9,0.9,-1,38.56
0.201,-0.163,9.793,0.187,-0.155,9.804,0.015,-0.009,0.036,0,-0.4,0.1,26.358,-10.3,13.4,-19.4,37.2,0.9,-1.1,38.56
0.174,-0.16,9.755,0.189,-0.155,9.804,-0.014,-0.006,-0.002,0.1,-0.3,0,26.358,-10.4,13.7,-19.4,35.1,0.9,-1.1,38.56
0.167,-0.194,9.75,0.191,-0.165,9.803,-0.022,-0.03,-0.003,0,-0.4,0.1,26.105,-10.4,13.7,-19.4,35.1,1,-1.1,39.37
0.158,-0.163,9.712,0.191,-0.165,9.803,-0.032,0.001,-0.037,0,-0.4,0,26.779,-10.7,13.6,-19.5,37.9,1,-1.1,39.37
0.158,-0.189,9.75,0.193,-0.165,9.803,-0.034,-0.025,-0.003,0.1,-0.4,0,26.779,-10.9,13.9,-19.7,37.8,1,-1.1,39.37
0.76,-0.17,10.007,0.262,-0.164,9.802,0.499,-0.006,0.226,0.1,-0.7,0.2,26.695,-11.4,14.2,-19.7,37.5,1,-1.5,40.61
0.029,-0.158,9.736,0.236,-0.163,9.802,-0.206,0.004,-0.04,0,-0.6,0,26.442,-11.9,13.8,-19.7,40.1,1,-1.4,40.61
0.32,-0.177,9.809,0.25,-0.164,9.802,0.07,-0.013,0.03,0,-0.4,0.6,26.611,-12.3,13.9,-19.6,40.1,1,-1.5,40.61
0.227,-0.186,9.764,0.204,-0.168,9.803,0.024,-0.019,-0.003,0,-0.2,-2.1,26.611,-12.9,13.4,-19.6,44.8,1,-1.2,40.61
-0.118,-0.186,9.738,0.171,-0.17,9.804,-0.288,-0.017,-0.025,0,-0.3,-0.6,26.695,-13,13.1,-19.7,45,1,-1,42.34
-0.028,-0.148,9.755,0.164,-0.167,9.804,-0.191,0.018,-0.009,0.1,-0.4,-0.9,26.611,-13.4,13.1,-20.2,45,1,-1,42.34
0.01,-0.172,9.716,0.151,-0.167,9.804,-0.14,-0.006,-0.041,0.1,-0.3,-0.6,26.611,-13.4,13.4,-20.5,45.1,1,-0.9,42.34
0.239,-0.072,9.736,0.156,-0.154,9.804,0.083,0.081,-0.019,0,-0.3,-1.5,26.779,-13.4,13.6,-21.1,42.9,1,-0.8,46.24
0.148,-0.177,9.707,0.158,-0.156,9.804,-0.009,-0.022,-0.042,0.1,-0.2,0.4,26.611,-13.4,14,-22.6,42.8,0.9,-0.9,46.24
0.117,-0.106,9.716,0.159,-0.147,9.804,-0.041,0.041,-0.034,0.1,-0.3,-0.4,26.947,-13.4,14.6,-23.6,40.8,0.9,-0.9,46.24
0.086,-0.158,9.783,0.154,-0.147,9.804,-0.067,-0.011,0.029,0.1,-0.3,-2.6,26.947,-13.4,15.2,-25.1,40.8,0.9,-0.9,48.14
0.151,-0.177,9.762,0.175,-0.151,9.804,-0.024,-0.027,0.007,0.1,-0.4,-0.8,26.695,-13.6,15.5,-25.8,41,0.9,-1,48.14
0.377,-0.139,9.738,0.202,-0.149,9.803,0.176,0.009,-0.015,0,-0.4,-1.5,27.032,-14,15.9,-26.9,40.8,0.9,-1.2,48.14
0.091,-0.144,9.778,0.206,-0.145,9.803,-0.114,0,0.022,0.2,-0.4,-1.9,27.2,-14,16.2,-27.2,40.7,0.9,-1.3,47.59
0.265,-0.189,9.747,0.217,-0.148,9.803,0.049,-0.042,-0.008,0.1,-0.4,-2.3,27.2,-14,16.6,-27.5,38.9,0.9,-1.3,47.59
0.255,-0.158,9.824,0.217,-0.148,9.803,-0.032,-0.009,0.025,0,-0.3,1.9,26.863,-14.1,16.5,-27.8,40.7,0.9,-1.3,47.59
0.17,-0.172,9.747,0.221,-0.151,9.803,-0.05,-0.022,-0.016,0,-0.3,2.2,26.863,-14.4,16.4,-28.1,40.7,0.9,-1.3,47.59
0.227,-0.177,9.752,0.226,-0.154,9.803,0.009,-0.026,-0.052,0.1,-0.3,0.8,26.863,-14.5,16.4,-28.3,40.6,0.9,-1.3,46.63
0.12,-0.144,9.688,0.22,-0.154,9.803,-0.099,0.01,-0.061,0.1,-0.3,0.7,26.695,-15.1,16.3,-28.6,42.7,0.9,-1.3,46.63
0.177,-0.198,9.709,0.219,-0.159,9.803,-0.041,-0.041,-0.035,0.1,-0.4,0.6,27.032,-15.2,16.1,-28.6,42.7,0.9,-1.3,46.63
0.208,-0.094,9.771,0.218,-0.156,9.803,-0.009,0.061,0.023,0,-0.3,-0.2,26.863,-15.8,15.4,-28.9,46.6,0.9,-1.3,45.7
0.22,-0.179,9.783,0.222,-0.158,9.803,-0.001,-0.022,0.031,0,-0.3,-1.1,26.863,-16.1,15.4,-29,46.6,0.9,-1.3,45.7
0.232,-0.134,9.755,0.22,-0.155,9.803,0.013,0.02,0,0,-0.4,1.6,26.863,-16.7,15,-29.6,48.3,0.9,-1.3,45.7
0.132,-0.156,9.762,0.214,-0.155,9.803,-0.081,-0.001,0.007,0,-0.4,1.2,27.032,-17,14.6,-29.9,48.4,0.9,-1.2,46.07
0.179,-0.156,9.757,0.201,-0.156,9.803,-0.021,0,0.007,0,-0.3,-0.8,26.695,-17.3,14.2,-30.8,50.5,0.9,-1.2,46.07
0.167,-0.129,9.745,0.201,-0.153,9.803,-0.033,0.023,-0.004,0,-0.3,0.3,26.695,-17.5,14.3,-31.3,52.1,0.9,-1.2,46.07
0.148,-0.108,9.75,0.198,-0.148,9.804,-0.048,0.039,-0.004,0,-0.4,0.7,26.947,-18,14.3,-32.3,52.1,0.9,-1.2,46.56
0.132,-0.129,9.795,0.193,-0.145,9.804,-0.061,0.015,0.037,0.1,-0.3,0,26.863,-18.1,14.2,-33.1,52.1,0.8,-1.1,46.56
0.196,-0.165,9.755,0.208,-0.148,9.803,-0.011,-0.018,-0.001,0,-0.3,0.6,26.863,-18.1,13.6,-34.7,52,0.9,-1.2,46.56
0.091,-0.167,9.762,0.198,-0.15,9.804,-0.106,-0.018,0.005,0.1,-0.3,-0.2,26.863,-18.2,13.4,-35.6,54.2,0.9,-1.2,46.56
0.232,-0.172,9.809,0.2,-0.154,9.803,0.032,-0.018,0.054,0,-0.2,0.5,26.863,-18.2,13,-37.4,54.3,0.9,-1.2,46.1
0.232,-0.146,9.766,0.207,-0.153,9.803,0.026,0.006,0.01,0,-0.3,0.3,27.032,-18.2,12.7,-38.6,54.2,0.9,-1.2,46.1
0.122,-0.141,9.757,0.202,-0.147,9.803,-0.079,0.005,-0.001,0.1,-0.3,-1.7,27.032,-17.8,12.3,-40.5,56.4,0.9,-1.2,46.1
0.16,-0.158,9.778,0.2,-0.147,9.803,-0.039,-0.011,0.018,0,-0.3,-0.2,26.695,-17.9,12.2,-41.3,56.5,0.9,-1.2,46.09
0.241,-0.129,9.8,0.211,-0.141,9.803,0.031,0.011,0.035,0,-0.3,0.5,26.947,-17.7,12,-42.8,56.3,0.8,-1.2,46.09
0.039,-0.132,9.747,0.195,-0.14,9.804,-0.155,0.008,-0.015,0,-0.3,1.7,26.863,-17.3,11.7,-43.4,54.8,0.8,-1.1,46.09
0.155,-0.113,9.747,0.184,-0.137,9.804,-0.028,0.024,-0.008,0.1,-0.3,0.8,26.863,-17,11.4,-44.8,57.3,0.8,-1.1,45.82
0.12,-0.172,9.75,0.18,-0.14,9.804,-0.059,-0.032,-0.005,0,-0.3,1.3,26.779,-17,11.2,-45.5,57.4,0.8,-1.1,45.82
0.174,-0.158,9.745,0.188,-0.143,9.804,-0.013,-0.016,-0.009,0.1,-0.4,0.8,26.947,-17,10.9,-46.8,57.4,0.8,-1.1,45.82
0.282,-0.158,9.778,0.202,-0.144,9.804,0.081,-0.015,0.022,0.1,-0.3,0.7,26.947,-16.7,10.7,-47.6,57.3,0.8,-1.2,47.28
0.108,-0.134,9.731,0.186,-0.139,9.804,-0.077,0.004,-0.019,0,-0.3,0.6,26.863,-16.5,10.4,-49.1,58.3,0.8,-1.1,47.28
0.167,-0.17,9.745,0.187,-0.142,9.804,-0.019,-0.028,-0.004,0,-0.3,-0.1,27.032,-16.1,10,-49.8,58.4,0.8,-1.1,47.28
0.177,-0.132,9.728,0.188,-0.144,9.804,-0.01,0.012,-0.017,0.1,-0.4,-1.3,26.779,-15.6,9.5,-50.9,58.4,0.8,-1.1,47.28
0.163,-0.139,9.728,0.189,-0.143,9.804,-0.025,0.003,-0.015,0.1,-0.3,-1.2,26.779,-15.2,9.2,-51.7,59.5,0.8,-1.1,50.22
0.196,-0.134,9.705,0.192,-0.139,9.804,0.005,0.004,-0.032,0,-0.3,0.4,26.779,-14.8,8.7,-52.9,59.4,0.8,-1.1,50.22
0.213,-0.217,9.743,0.198,-0.147,9.804,0.016,-0.071,0.005,0,-0.3,-0.1,26.779,-14.6,8.3,-53.6,62.7,0.9,-1.2,50.22
0.203,-0.153,9.752,0.202,-0.146,9.803,0.002,-0.008,0.015,0.1,-0.3,-0.6,26.779,-14.6,8.1,-55,62.6,0.9,-1.2,47.47
0.079,-0.153,9.831,0.192,-0.146,9.804,-0.111,-0.008,0.083,0.1,-0.3,0.6,26.779,-14.6,7.6,-55.6,62.8,0.9,-1.1,47.47
0.172,-0.129,9.743,0.197,-0.14,9.804,-0.023,0.009,0,0.1,-0.2,-0.5,26.779,-14.7,7.1,-57.2,65.9,0.8,-1.1,47.47
0.16,-0.096,9.769,0.195,-0.133,9.804,-0.034,0.036,0.023,0.2,-0.3,-1,26.863,-14.7,7,-58.1,65.8,0.8,-1.1,46.17
0.201,-0.194,9.671,0.194,-0.138,9.804,0.008,-0.057,-0.061,0.1,-0.3,-0.2,26.611,-14.5,6.5,-59,64.3,0.8,-1.1,46.17
0.151,-0.125,9.769,0.192,-0.135,9.804,-0.04,0.01,0.033,0.1,-0.2,1.4,26.611,-14.5,6.2,-59.6,68,0.8,-1.1,46.17
0.222,-0.151,9.733,0.177,-0.131,9.804,0.046,-0.02,-0.006,0,-0.3,-1.7,26.779,-13.9,6.1,-61,68.1,0.8,-1,46.45
0.174,-0.146,9.752,0.181,-0.132,9.804,-0.005,-0.015,0.012,0.1,-0.3,-1.9,26.358,-13.6,5.8,-61.3,68.1,0.8,-1.1,46.45
0.122,-0.113,9.783,0.178,-0.127,9.804,-0.055,0.014,0.036,0.1,-0.3,-0.5,26.442,-13.2,5.8,-62.2,66.4,0.8,-1.1,46.45
0.227,-0.151,9.724,0.186,-0.129,9.804,0.042,-0.022,-0.02,0,-0.3,-0.8,26.442,-13,5.7,-62.9,66.4,0.8,-1.1,46.45
0.108,-0.11,9.745,0.182,-0.127,9.804,-0.074,0.016,-0.002,0.1,-0.3,-0.5,26.358,-12.7,5.7,-63.4,66.4,0.8,-1.1,45.78
0.184,-0.182,9.721,0.186,-0.132,9.804,-0.001,-0.05,-0.023,0,-0.3,-0.4,26.442,-12.2,5.5,-64.3,69,0.8,-1.1,45.78
0.003,-0.127,9.709,0.183,-0.134,9.804,-0.05,-0.015,-0.016,0,-0.3,-0.6,26.274,-11.8,5.4,-64.7,69.1,0.8,-1.1,45.78
0.117,-0.132,9.759,0.163,-0.132,9.804,-0.045,0,0.018,0.1,-0.3,-1,26.274,-11,5.1,-65,67.4,0.8,-1,43.86
0.179,-0.205,9.769,0.163,-0.144,9.804,0.018,-0.063,0.025,0.1,-0.3,1.9,26.189,-10.6,5,-65.3,67.7,0.8,-0.9,43.86
0.167,-0.136,9.736,0.166,-0.143,9.804,0.003,0.006,-0.007,0,-0.2,4.3,26.105,-9.8,4.7,-65.9,65.6,0.8,-1,43.86
0.139,-0.108,9.797,0.164,-0.14,9.804,-0.024,0.031,0.048,0,-0.2,5.8,26.105,-9.6,4.9,-65.9,65.5,0.8,-1,46.28
0.17,-0.129,9.783,0.162,-0.14,9.804,0.009,0.01,0.029,0,-0.1,1.2,26.274,-8.9,4.6,-66.2,62.9,0.8,-0.9,46.28
0.115,-0.144,9.8,0.159,-0.14,9.804,-0.043,-0.004,0.041,0,-0.3,-2.2,26.358,-8.9,4.6,-66.5,62.9,0.8,-0.9,46.28
0.115,-0.156,9.769,0.156,-0.135,9.804,-0.04,-0.022,0.006,0,-0.3,-3.1,25.684,-8.7,4.4,-66.6,68.8,0.8,-0.9,46.28
0.125,-0.17,9.814,0.156,-0.137,9.804,-0.031,-0.033,0.045,0.1,-0.3,0,25.684,-8.8,4.5,-66.9,68.9,0.8,-0.9,44
0.113,-0.189,9.707,0.154,-0.139,9.804,-0.041,-0.051,-0.055,0,-0.3,1.3,25.853,-8.5,4.3,-67.6,69.1,0.8,-0.9,44
0.182,-0.151,9.766,0.16,-0.14,9.804,0.022,-0.012,0.004,0,-0.3,-0.4,25.6,-8.7,4.3,-67.8,69,0.8,-0.9,44
0.208,-0.125,9.757,0.172,-0.137,9.804,0.037,0.012,-0.002,0.1,-0.2,-0.7,25.432,-8.8,4.1,-68.3,68.7,0.8,-1,45.24
0.151,-0.158,9.764,0.171,-0.139,9.804,-0.02,-0.02,0.004,0.1,-0.1,-0.1,25.432,-8.9,4,-68.8,68.8,0.8,-1,45.24
0.179,-0.117,9.733,0.172,-0.137,9.804,0.008,0.019,-0.016,0,-0.2,1.6,25.179,-9.4,3.7,-70.6,68.8,0.8,-1,45.24
0.06,-0.167,9.786,0.161,-0.141,9.804,-0.1,-0.027,0.032,0,-0.2,1.8,25.347,-9.6,3.6,-71.2,71.4,0.8,-0.9,45.26
0.172,-0.079,9.778,0.15,-0.139,9.805,0.023,0.059,0.023,-0.1,-0.2,-3.2,25.347,-10.3,3.2,-73.1,77.5,0.8,-0.9,45.26
0.222,-0.151,9.712,0.16,-0.14,9.804,0.063,-0.011,-0.039,-0.1,-0.2,-3.6,25.095,-10.6,2.5,-74,78.8,0.8,-0.9,45.26
0.039,-0.203,9.807,0.148,-0.149,9.804,-0.108,-0.055,0.048,0,-0.2,-1,25.179,-11,1.6,-76.6,85.2,0.9,-0.9,45.26
0.224,-0.127,9.738,0.158,-0.145,9.804,0.067,0.018,-0.019,0.1,-0.1,-2.4,25.179,-11.3,1.1,-77.8,90.9,0.8,-0.9,45.99
0.21,-0.141,9.828,0.167,-0.14,9.804,0.044,-0.002,0.068,0.1,-0.2,-2.6,25.179,-11.1,0.4,-81.1,96.8,0.8,-1,45.99
0.177,-0.115,9.769,0.17,-0.136,9.804,0.007,0.02,0.008,0.1,-0.3,-1.4,24.842,-10.9,0.1,-82.6,96.9,0.8,-1,45.99
0.029,-0.11,9.771,0.168,-0.133,9.804,-0.138,0.022,0.011,0,-0.3,-0.6,24.758,-10,-0.5,-85.8,104.3,0.8,-1,45.96
0.134,-0.148,9.805,0.167,-0.135,9.804,-0.033,-0.014,0.04,-0.1,-0.3,-2.4,24.758,-9.4,-0.8,-87.2,106.3,0.8,-1,45.96
0.098,-0.144,9.747,0.155,-0.135,9.804,-0.056,-0.009,-0.016,0,-0.3,-1.7,24.758,-7.6,-1.1,-88.8,108.7,0.8,-0.9,45.96
0.084,-0.167,9.821,0.15,-0.138,9.805,-0.065,-0.029,0.052,0,-0.2,-0.6,24.589,-7,-1.3,-89,111.8,0.8,-0.9,42.49
0.129,-0.108,9.774,0.148,-0.139,9.805,-0.017,0.029,0.083,0.2,-0.4,0.5,24.421,-5.8,-1.3,-89.1,115.9,0.8,-0.9,42.49
0.063,-0.148,9.778,0.141,-0.139,9.805,-0.077,-0.011,0.078,0,-0.2,0.9,24.421,-5.5,-1.1,-88.6,121.3,0.8,-0.8,42.49
0.198,-0.165,9.824,0.145,-0.142,9.805,0.055,-0.024,0.106,0,-0.2,-0.7,24.253,-5,-0.7,-87.4,121.4,0.8,-0.8,43.01
0.136,-0.191,9.747,0.146,-0.148,9.804,-0.008,-0.045,0.027,0,-0.2,-1.4,24.421,-4.9,-0.6,-86.5,122,0.9,-0.9,43.01
0.139,-0.115,9.743,0.148,-0.144,9.804,-0.008,0.028,0.015,0,-0.3,-0.8,24.084,-5,0,-85.7,108.9,0.8,-0.9,43.01
0.255,-0.129,9.79,0.163,-0.143,9.804,0.094,0.012,0.056,0,-0.3,0.9,24.084,-4.9,0,-85.3,109,0.8,-1,42.09
0.113,-0.129,9.771,0.156,-0.142,9.804,-0.042,0.012,0.029,0,-0.2,1.6,23.916,-4.9,0.1,-85.1,108.7,0.8,-0.9,42.09
0.058,-0.091,9.683,0.147,-0.138,9.805,-0.088,0.046,-0.053,-0.1,-0.2,0.6,23.747,-5,0.3,-85.1,107.8,0.8,-0.9,42.09
0.07,-0.179,9.774,0.139,-0.15,9.805,-0.069,-0.03,0.033,0,-0.3,0.2,23.832,-5,0.5,-85.6,109.2,0.9,-0.8,42.09
0.234,-0.189,9.752,0.152,-0.154,9.804,0.083,-0.035,0.01,0,-0.2,0,23.832,-5,0.6,-85.9,95.5,0.9,-0.9,42.46
0.098,-0.127,9.793,0.134,-0.153,9.805,-0.035,0.025,0.035,0,-0.2,1.7,23.495,-5,0.5,-86.9,95.3,0.9,-0.8,42.46
0.163,-0.177,9.697,0.139,-0.157,9.804,0.025,-0.021,-0.054,-0.1,-0.2,2.2,23.663,-4.8,0.4,-87.5,110.3,0.9,-0.8,42.46
0.008,-0.108,9.743,0.124,-0.153,9.805,-0.115,0.045,-0.006,-0.1,-0.3,0.1,23.663,-4,0.7,-88.8,97.8,0.9,-0.7,45.18
0.289,-0.158,9.74,0.145,-0.155,9.804,0.145,-0.004,-0.008,-0.1,-0.3,-0.6,23.411,-3.4,0.7,-89,103.5,0.9,-0.8,45.18
0.127,-0.132,9.728,0.146,-0.151,9.804,-0.018,0.019,-0.018,0,-0.3,0.3,23.495,-2.2,0.8,-89.5,119.1,0.9,-0.9,45.18
0.032,-0.146,9.712,0.137,-0.151,9.805,-0.104,0.004,-0.03,0,-0.4,0.2,23.326,-1.5,1.1,-89.5,212.9,0.9,-0.8,42.42
0.101,-0.151,9.69,0.138,-0.15,9.805,-0.036,-0.001,-0.053,0,-0.3,0.1,23.326,-0.4,1.2,-89.5,253.8,0.9,-0.8,42.42
0.094,-0.177,9.788,0.136,-0.153,9.805,-0.041,-0.025,0.04,0,-0.2,0,23.663,0.1,1.2,-89.3,252.4,0.9,-0.8,42.42
0.096,-0.153,9.662,0.136,-0.154,9.804,-0.039,0,-0.066,0,-0.3,0.1,23.242,0.1,1.2,-89.2,252.8,0.9,-0.8,41.39
0.077,-0.163,9.79,0.133,-0.155,9.805,-0.055,-0.009,0.055,0,-0.3,0,23.242,0.2,1.3,-89.5,251.3,0.9,-0.8,41.39
0.075,-0.148,9.788,0.127,-0.156,9.805,-0.052,0.007,0.044,0,-0.4,0,23.326,0.2,1.2,-89.6,249.5,0.9,-0.8,41.39
0.067,-0.21,9.824,0.124,-0.162,9.805,-0.056,-0.049,0.071,0,-0.3,0,19.874,0.6,1.3,-89.8,257.2,0.9,-0.7,41.19
0.06,-0.179,9.728,0.124,-0.163,9.805,-0.063,-0.017,-0.022,-0.1,-0.4,0,21.221,0.6,1.5,-89.7,257.6,0.9,-0.7,41.19
0.096,-0.146,9.721,0.125,-0.162,9.805,-0.028,0.015,-0.025,0,-0.4,0,21.221,0.7,1.6,-90,283.4,0.9,-0.7,41.19
