ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (°/s),GYROSCOPE Y (°/s),GYROSCOPE Z (°/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),SOUND LEVEL (dB)
8.806,-0.11,4.251,8.817,-0.08,4.292,-0.004,-0.03,-0.037,-6.7,1.5,-3.1,2.695,-14.2,-6.4,14.8,107.1,0.5,-64,36.96
8.694,-0.158,4.532,8.742,-0.088,4.443,-0.045,-0.07,0.09,-8.4,2.7,-4.7,2.274,-14.5,-7.3,14.9,109.3,0.5,-63.1,36.96
8.67,-0.06,4.249,8.752,-0.079,4.423,-0.065,0.019,-0.165,-11.9,-4,-6.8,2.695,-14.7,-7.6,14.9,111.8,0.5,-63.2,37.7
8.694,-0.082,4.508,8.76,-0.072,4.408,-0.049,-0.01,0.109,-10.4,-1.4,-6,2.695,-14.9,-8,14.8,111.8,0.4,-63.3,37.7
8.756,-0.141,4.342,8.788,-0.067,4.352,-0.019,-0.074,-0.004,-12.5,-5.4,-6.2,2.274,-15.1,-8.5,14.8,114.2,0.4,-63.7,37.7
8.858,-0.039,4.311,8.841,-0.06,4.242,0.028,0.021,0.074,-15.2,-4.7,-7.6,2.274,-15.6,-8.8,15,113.9,0.4,-64.4,36
8.851,-0.127,4.004,8.877,-0.065,4.166,-0.007,-0.062,-0.154,-16.3,-6.9,-8,2.274,-15.8,-9.4,15.2,114,0.4,-64.9,36
8.891,0.014,4.056,8.923,-0.042,4.067,-0.011,0.055,-0.002,-14.5,-3.2,-7.5,2.189,-16.1,-9.6,15.5,116.3,0.3,-65.2,36
8.872,-0.044,4.192,8.933,-0.033,4.045,-0.043,-0.011,0.155,-14.1,-4.5,-7.4,2.021,-16.3,-10.4,16.3,115.3,0.2,-65.6,36
8.918,-0.072,4.13,8.968,-0.031,3.968,-0.038,-0.042,0.167,-14.8,-3.6,-7,1.684,-16.9,-11.3,17.3,116.2,0.2,-66.1,38.3
9.008,-0.07,3.896,8.989,-0.029,3.92,0.029,-0.04,-0.019,-17,-4.9,-8.3,1.684,-17,-11.9,17.6,117.3,0.2,-66.4,38.3
8.977,-0.141,3.801,9.024,-0.033,3.838,-0.03,-0.109,-0.03,-19.6,-1.3,-9.2,1.6,-17.8,-12.3,18.5,117,0.2,-67,38.3
8.989,-0.075,3.88,9.026,-0.021,3.833,-0.021,-0.054,0.054,-20.8,-1,-11.5,1.516,-18.2,-12.5,19.2,116.1,0.1,-67,37.88
8.996,0.021,3.844,9.029,0.029,3.828,-0.015,-0.009,0.024,-17.1,1.2,-8.4,1.347,-19.3,-13.1,19.9,116.7,-0.2,-67,37.88
8.896,-0.041,4.115,9.004,0.024,3.886,-0.091,-0.065,0.236,-15.3,4.1,-5.8,1.347,-19.7,-13.7,20,118,-0.1,-66.7,37.88
8.887,0.021,4.068,8.949,0.013,4.01,-0.043,0.008,0.067,-18.6,7,-9,1.347,-20.7,-14.2,20.8,116.7,-0.1,-65.9,37.72
8.856,-0.015,4.177,8.912,0.019,4.093,-0.037,-0.034,0.093,-16.1,6.4,-8.4,1.347,-21.2,-14.5,20.9,118.4,-0.1,-65.9,37.72
8.825,0.011,4.268,8.825,0.025,4.277,0.015,-0.014,-0.002,-12.6,8.9,-7.8,1.347,-21.2,-14.9,21,118.2,-0.1,-64.7,37.72
8.708,0.109,4.501,8.77,0.047,4.388,-0.048,0.062,0.119,-13.2,9.7,-7.4,1.347,-27.8,0.5,13.5,87.4,-0.3,-63.4,39.21
8.601,-0.094,4.682,8.663,0.048,4.596,-0.058,-0.141,0.088,-7.8,8.1,-3.6,1.516,-28.2,0,13.5,89.8,-0.3,-62.1,39.21
8.418,-0.058,5.096,8.586,0.03,4.739,-0.167,-0.088,0.358,-7.8,11.4,-3.3,1.516,-28.1,-0.5,13.4,89.9,-0.2,-61.1,39.21
8.527,-0.063,4.78,8.541,0.005,4.819,-0.003,-0.068,-0.034,-15,0.4,-8,1.516,-28.3,-0.7,13.4,92.2,-0.1,-60.6,39.21
8.413,0.059,4.875,8.517,0.011,4.862,-0.086,0.048,0.023,-13.6,6.6,-8.1,1.347,-28.6,-0.8,13.8,92.1,-0.1,-60.3,39.38
7.996,-0.075,5.532,8.286,0.008,5.245,-0.266,-0.083,0.301,-12.8,26.7,-7.8,1.516,-30.8,5.9,12,77,-0.1,-59.4,39.38
8.011,-0.217,5.51,8.112,-0.013,5.511,-0.073,-0.205,0.018,-14.6,27.2,-10.6,1.768,-31,6.4,12.1,77.7,0.1,-55.8,39.38
7.554,0.121,6.205,7.92,0,5.783,-0.054,0.275,0.147,-14.6,29.9,-11,1.768,-31.3,6.5,12,77.9,0,-53.9,49.3
7.425,0.009,6.203,7.594,0.019,6.205,-0.142,-0.011,0.02,-11.7,17.3,-9.5,2.021,-32,7,11.2,76.3,-0.1,-50.7,49.3
7.325,-0.008,6.348,7.324,0.031,6.521,0.028,-0.039,-0.149,-10.7,16.1,-9.7,2.274,-32.2,7,10.4,76.1,-0.2,-49.5,49.3
7.273,-0.053,6.655,7.171,0.033,6.689,0.127,-0.086,-0.01,-11.1,23.5,-10.7,2.274,-32.8,6.5,9,78.2,-0.2,-47,49.3
6.621,0.063,7.07,7.001,0.039,6.867,0.06,-0.006,0.016,-9,19.2,-9.5,2.695,-32.8,6.4,8.3,78.1,-0.2,-45.6,43.51
6.88,0.002,6.941,6.724,0.053,7.138,0.18,-0.051,-0.172,-9.1,19.1,-10.7,3.116,-33.1,5.6,7,78.1,-0.3,-43.3,43.51
6.361,0.202,7.393,6.55,0.063,7.298,-0.165,0.139,0.121,-7.3,21.2,-8.6,3.453,-32.9,5.1,6.1,79.9,-0.4,-41.9,43.51
5.978,0.054,7.781,6.102,0.077,7.676,-0.103,-0.022,0.132,-8,26,-10.5,3.453,-32.9,4.6,4.7,79.9,-0.4,-38.5,39.95
5.618,0.094,7.924,5.85,0.08,7.87,-0.21,0.015,0.082,-8.8,28.3,-11.5,3.958,-32.6,4.1,3.7,81.9,-0.5,-36.6,39.95
5.416,0.03,8.188,5.391,0.092,8.191,0.043,-0.062,0.025,-8.9,16.8,-15.3,4.968,-32.1,3.3,1.8,83.5,-0.5,-33.4,39.95
5.049,0.185,8.343,5.221,0.105,8.301,-0.153,0.08,0.071,-6.6,17.4,-12.1,5.053,-32,3.2,0.7,83.4,-0.6,-32.2,41.03
4.369,0.066,8.741,4.835,0.119,8.531,-0.45,-0.053,0.239,-5.8,21.7,-11.4,5.053,-31.5,2.3,-1.4,85.3,-0.7,-29.5,41.03
4.362,0.183,8.821,4.603,0.128,8.658,-0.226,0.055,0.193,-7.1,22.8,-14.1,6.063,-31.1,1.7,-2.5,85.1,-0.7,-28,41.03
3.952,0.061,9.071,4.21,0.131,8.856,-0.245,-0.07,0.244,-6.8,18.4,-14.2,6.568,-30.7,0.8,-4.9,87.3,-0.8,-25.4,40.61
3.869,0.111,8.993,4.032,0.134,8.938,-0.15,-0.023,0.083,-6.3,14.7,-14.8,6.568,-30.7,0.7,-6,87.2,-0.8,-24.3,40.61
3.69,0.052,8.986,3.794,0.129,9.042,-0.089,-0.077,-0.02,-5.5,7.7,-13.7,6.484,-30.5,-0.5,-7.9,91.7,-0.8,-22.8,40.61
3.636,0.073,8.96,3.688,0.129,9.086,-0.033,-0.056,-0.08,-5.1,11.8,-14.4,6.905,-30.2,-1.1,-8.7,91.7,-0.8,-22.1,41.03
2.855,0.106,9.362,3.256,0.131,9.249,-0.388,-0.024,0.152,-2.8,21.1,-7.3,6.905,-30.4,-1.9,-10.6,94,-0.8,-19.4,41.03
2.812,0.068,9.328,3.044,0.125,9.321,-0.219,-0.056,0.047,-3.7,16.9,-8.5,6.905,-30.4,-2.3,-11.5,94,-0.7,-18.1,41.03
2.56,0.068,9.386,2.724,0.119,9.42,-0.152,-0.05,0.006,-3.8,11.9,-13.2,6.821,-30.1,-3.5,-13.1,98.5,-0.7,-16.1,41.03
2.543,0.185,9.547,2.574,0.124,9.462,-0.02,0.062,0.124,-3.5,14.6,-14.2,6.821,-29.9,-4,-14.3,98.4,-0.7,-15.2,39.63
2.364,0.083,9.614,2.301,0.116,9.532,0.069,-0.033,0.106,-2.5,11,-7.5,6.821,-29.7,-5,-16.5,100.6,-0.7,-13.6,39.63
2.119,0.087,9.583,2.16,0.11,9.565,-0.036,-0.023,0.038,-1.2,13.1,-5.8,7.242,-29.3,-5.6,-17.6,103.3,-0.6,-12.7,39.63
1.517,-0.11,9.514,1.791,0.076,9.641,-0.267,-0.186,-0.086,-0.5,14.4,-2.2,7.158,-28.6,-6.1,-19.7,103.1,-0.4,-10.5,40.11
1.422,0.178,9.716,1.638,0.083,9.668,-0.21,0.095,0.088,-0.1,11.9,-6.6,6.737,-28.2,-6.4,-20.7,103.5,-0.5,-9.6,40.11
1.353,0.044,9.871,1.333,0.094,9.715,0.026,-0.049,0.196,-1.4,17.3,-16.6,6.737,-27.1,-7,-22.3,105.9,-0.5,-7.8,40.11
0.96,0.059,9.752,1.119,0.103,9.742,-0.154,-0.044,0.049,-1.4,19.4,-16.3,6.484,-26.4,-7.1,-23.2,106.2,-0.6,-6.5,40.94
0.722,0.085,9.678,0.828,0.11,9.771,-0.104,-0.025,-0.067,-0.9,3,-8.1,6.232,-25.6,-7.6,-24.3,107.9,-0.6,-4.8,40.94
0.822,0.104,9.719,0.797,0.107,9.774,0.028,-0.003,-0.026,-0.5,3,-2.9,5.895,-25.3,-8.1,-24.9,108.6,-0.6,-4.7,40.94
0.398,-0.082,9.683,0.669,0.066,9.784,-0.268,-0.147,-0.061,-0.6,4.5,-5.3,5.895,-24.5,-9,-25.5,110.8,-0.4,-3.9,41.09
0.472,-0.027,9.531,0.608,0.056,9.788,-0.132,-0.083,-0.192,-0.6,3.3,-12.8,5.305,-23.9,-9.4,-26.6,111.6,-0.3,-3.6,41.09
0.301,0.035,9.864,0.406,0.071,9.798,-0.104,-0.036,0.1,1.1,12.4,-19.6,4.968,-22.8,-9.7,-28.3,114.2,-0.4,-2.4,41.09
0.305,0.152,9.931,0.287,0.096,9.802,0.019,0.055,0.145,0.5,8.3,-19.6,4.968,-21.5,-10.3,-30.2,115.7,-0.6,-1.7,47.05
0.224,0.161,9.819,0.171,0.103,9.805,0.054,0.058,0.041,0.4,4.5,-22.2,5.137,-20,-11.5,-32.9,121,-0.6,-1,47.05
0.201,0.173,9.707,0.138,0.115,9.805,0.063,0.058,-0.064,-0.2,2.2,-13.7,5.726,-19.4,-12.1,-34.3,122.1,-0.7,-0.8,47.05
-0.149,0.228,9.793,0.031,0.092,9.806,-0.18,0.136,0.022,-1.1,5.1,-8.4,10.442,-19,-12.8,-35.5,124.2,-0.5,-0.6,47.05
-0.149,0.018,9.721,-0.021,0.081,9.806,-0.128,-0.062,-0.044,0.4,0.9,-15.4,10.442,-19.3,-14.7,-36.4,127.6,-0.5,0.1,40.7
0.103,0.006,9.759,-0.019,0.084,9.806,0.122,-0.077,-0.005,0.4,-0.3,-24.8,16.926,-20.4,-16.3,-36.3,128,-0.5,0.1,40.7
-0.123,0.049,9.678,-0.029,0.08,9.806,-0.094,-0.031,-0.077,-0.3,-0.3,-20.5,16,-21,-17.2,-36.4,128.4,-0.5,0.2,40.7
0.027,0.035,9.738,-0.017,0.058,9.806,0.044,-0.023,-0.008,0.7,-0.1,-14.7,17.684,-21.5,-18.3,-36.7,128.9,-0.3,0.1,46.13
0.146,-0.198,9.783,0.003,0.032,9.807,0.143,-0.23,0.033,0,-0.4,-9.8,17.684,-21.7,-18.7,-37.1,130.6,-0.2,0,46.13
-0.085,0.125,9.667,0.001,0.055,9.806,-0.086,0.071,-0.079,0.3,-0.2,-2.1,17.937,-22,-19.3,-37.6,130.6,-0.3,-0.1,46.13
-0.087,0.125,9.7,-0.007,0.067,9.806,-0.08,0.058,-0.04,0.6,-0.2,-2.3,14.737,-22.1,-19.7,-38.2,131.9,-0.4,0,46.13
0.044,0.059,9.724,-0.002,0.071,9.806,0.046,-0.012,-0.014,0.3,-0.3,-5.4,14.737,-22.2,-20.2,-38.2,131.8,-0.4,0.1,46.99
0.046,0.118,9.809,0.006,0.079,9.806,0.04,0.04,0.063,0.1,-0.3,-5.2,15.074,-22.1,-20.5,-38.6,131.9,-0.5,0,46.99
-0.166,0.049,9.714,0.009,0.061,9.806,-0.005,-0.117,-0.001,-0.6,-0.4,-2.5,13.389,-22.1,-20.6,-38.8,133.4,-0.4,0,46.99
-0.109,0.071,9.716,-0.016,0.061,9.806,-0.093,0.01,-0.023,0.3,-0.2,1,9.095,-21.8,-20.6,-39.1,133.3,-0.4,0.1,46.23
-0.002,0.049,9.676,-0.013,0.059,9.806,0.011,-0.01,-0.056,0,-0.3,0.8,9.095,-21.9,-20.6,-39.4,133.2,-0.4,0.1,46.23
-0.073,0.033,9.693,-0.016,0.057,9.806,-0.057,-0.024,-0.035,0,-0.3,1.2,6.4,-21.7,-20.4,-40.4,131.9,-0.3,0.1,46.23
-0.061,-0.048,9.781,0.008,0.044,9.807,0.169,-0.087,0.037,-0.3,-0.3,4.9,5.895,-21.6,-20.4,-40.9,132.1,-0.3,0,46.41
-0.135,0.09,9.819,-0.009,0.037,9.807,-0.126,0.053,0.072,-0.1,-0.2,9.8,5.389,-21.4,-20,-41.7,133.3,-0.2,0.1,46.41
-0.066,0.018,9.724,-0.009,0.033,9.807,-0.026,-0.045,0.013,0,-0.2,8.4,5.389,-21.4,-19.9,-42,133.3,-0.2,0.1,46.41
-0.035,0.087,9.731,-0.013,0.039,9.807,-0.022,0.048,-0.013,0,-0.3,8.1,5.221,-21.4,-19.4,-43,131.8,-0.2,0.1,46.41
-0.018,0.04,9.728,-0.01,0.038,9.807,-0.008,0.002,-0.014,-0.2,-0.3,7,5.221,-21.1,-19.2,-43.7,131.8,-0.2,0.1,46.69
-0.035,0.011,9.707,-0.005,0.023,9.807,-0.03,-0.012,-0.03,-0.3,-0.2,8.5,5.221,-21.1,-18.7,-44.6,132,-0.1,0,46.69
-0.133,0.147,9.638,-0.017,0.035,9.807,-0.116,0.112,-0.088,0,-0.2,10.9,5.053,-21.1,-18.4,-45.3,130.2,-0.2,0.1,46.69
-0.056,-0.025,9.707,-0.018,0.024,9.807,-0.038,-0.049,-0.022,0,-0.3,11.5,5.053,-21,-17.9,-46.3,130.3,-0.1,0.1,48.1
-0.114,-0.008,9.795,-0.026,0.021,9.807,-0.087,-0.028,0.059,0,-0.2,11.7,5.305,-20.9,-17.6,-46.9,130.3,-0.1,0.2,48.1
-0.033,0.154,9.7,-0.026,0.041,9.807,-0.007,0.113,-0.033,0,-0.1,11.4,5.305,-20.9,-17.2,-47.8,128.5,-0.2,0.2,48.1
-0.09,0.128,9.745,-0.031,0.052,9.806,-0.059,0.076,0.011,0.1,-0.2,10.9,5.137,-21,-16.8,-48.2,128.4,-0.3,0.2,47.97
0.015,-0.046,9.707,-0.017,0.029,9.807,0.031,-0.074,-0.025,-0.4,-0.3,10.5,5.053,-21.3,-16.1,-49.2,126.9,-0.2,0.1,47.97
0.089,-0.136,9.738,-0.002,0.007,9.807,0.091,-0.144,0.005,-0.2,-0.2,11.6,5.053,-21.4,-15.8,-49.9,127.2,0,0,47.97
-0.014,0.187,9.702,0.008,0.033,9.807,-0.022,0.155,-0.028,-0.4,-0.4,15.3,5.137,-20.9,-15.1,-51.1,125.3,-0.2,0,47.97
0.027,0.061,9.705,0.014,0.032,9.807,0.013,0.029,-0.023,-0.3,-0.3,13.7,5.221,-21,-14.7,-51.7,125.3,-0.2,-0.1,47.97
-0.014,-0.094,9.719,0.011,0.006,9.807,-0.025,-0.1,-0.009,0,-0.2,17.2,5.474,-20.8,-13.6,-52.4,123.7,0,-0.1,47.97
-0.037,0.166,9.7,0.008,0.023,9.807,-0.045,0.143,-0.024,-0.1,-0.1,18.2,5.474,-20.6,-12.8,-52.6,121.6,-0.1,0,47.95
-0.085,-0.036,9.743,-0.001,0.027,9.807,-0.084,-0.063,0.012,0.2,-0.1,15.8,5.389,-20.2,-11.4,-52.4,118.5,-0.2,0,47.95
0.029,-0.16,9.695,0.004,0.009,9.807,0.025,-0.169,-0.032,0.4,-0.1,17.5,5.642,-20.2,-10.6,-52,118.7,-0.1,0,47.95
0.039,0.094,9.731,0.02,0.012,9.807,0.019,0.083,-0.004,-0.6,0,24.4,5.642,-20,-8.9,-51.2,114.2,-0.1,-0.1,47.95
0.132,-0.02,9.75,0.033,0.004,9.807,0.099,-0.023,0.014,-0.2,0,25.5,5.642,-20.1,-7.9,-50.6,111.9,0,-0.2,48.04
-0.156,0.259,9.731,0.012,0.03,9.807,-0.168,0.229,-0.005,-0.2,0,29,5.642,-20,-6.7,-50.1,109,-0.2,-0.1,48.04
0.013,-0.025,9.74,0.017,0.013,9.807,-0.004,-0.037,0.004,-0.2,-0.1,23.8,5.811,-19.6,-4.7,-49.4,103.9,-0.1,-0.1,48.04
-0.049,0.213,9.731,0.008,0.031,9.807,-0.057,0.182,-0.008,-0.4,-0.1,25.3,5.811,-19.4,-2.3,-48.7,95.6,-0.2,0,48.14
-0.037,0.199,9.719,0.005,0.047,9.807,-0.042,0.153,-0.018,-0.2,-0.1,22.9,5.389,-19.3,-1.2,-48.4,92.3,-0.3,0,48.14
0.001,0.071,9.724,0.024,0.052,9.806,-0.023,0.019,-0.015,-0.2,-0.2,17.5,5.474,-18.8,1.1,-47.6,86.2,-0.3,-0.1,48.14
0.055,0.025,9.74,0.031,0.046,9.806,0.025,-0.02,0.001,-0.4,-0.1,17.6,5.811,-18.4,2,-47.5,82.9,-0.3,-0.2,48.09
0.079,0.109,9.714,0.043,0.046,9.806,0.037,0.063,-0.03,-0.3,-0.1,19.8,5.811,-17.6,3.9,-46.9,76.7,-0.3,-0.3,48.09
0.105,0.033,9.728,0.052,0.042,9.806,0.054,-0.009,-0.014,-0.1,-0.1,20.3,5.895,-17.1,5,-46.5,72.8,-0.2,-0.3,48.09
0.151,0.002,9.714,0.08,0.027,9.806,0.072,-0.025,-0.031,-0.6,-0.2,22.9,6.568,-15.9,6.7,-45.6,65.5,-0.2,-0.5,46.59
0.015,-0.125,9.688,0.075,0.003,9.806,-0.059,-0.127,-0.051,-0.5,-0.1,24.8,5.979,-15.2,7.6,-45.5,61.3,0,-0.4,46.59
-0.166,0.373,9.831,0.051,0.033,9.806,-0.216,0.34,0.088,0,0,27,5.979,-13.6,8.9,-44.4,56.4,-0.2,-0.3,46.59
0.041,-0.036,9.778,0.052,0.021,9.806,-0.01,-0.058,0.031,-0.6,-0.2,17.8,6.4,-13,9.4,-43.9,54.5,-0.1,-0.3,46.59
0.103,0.075,9.719,0.059,0.033,9.806,0.045,0.043,-0.025,0.1,-0.1,14.4,8.084,-12.4,9.8,-43.3,49.3,-0.2,-0.3,42.39
0.108,0.033,9.662,0.066,0.033,9.806,0.042,0,-0.073,0.1,-0.1,15.2,8.084,-11.2,10.7,-41.9,43.9,-0.2,-0.4,42.39
0.096,-0.041,9.667,0.077,-0.008,9.806,0.02,-0.034,-0.066,-0.4,-0.2,18.8,11.032,-10.4,10.9,-41.6,41.4,0,-0.4,42.39
0.12,0.044,9.766,0.083,-0.006,9.806,0.037,0.051,0.031,-0.2,-0.1,21.8,11.032,-9.3,11.3,-40.7,38.3,0,-0.5,41.16
0.172,-0.008,9.716,0.088,-0.002,9.806,0.085,-0.006,-0.025,0,-0.1,21.4,11.284,-7.7,11.6,-39.4,32.5,0,-0.5,41.16
-0.009,0.094,9.667,0.078,0.004,9.806,-0.086,0.09,-0.067,-0.4,-0.1,23.8,11.284,-7.1,11.7,-39.1,29.1,0,-0.5,41.16
0.096,-0.094,9.743,0.081,-0.026,9.806,0.015,-0.068,0.01,-0.3,-0.2,16.9,11.874,-6.4,11.6,-39,25.5,0.1,-0.5,43.2
0.072,-0.017,9.755,0.082,-0.029,9.806,-0.009,0.011,0.019,-0.2,-0.2,14.8,8.168,-5.2,11.4,-38.4,23.3,0.2,-0.5,43.2
-0.006,0.156,9.752,0.076,-0.016,9.806,-0.082,0.172,0.006,0,-0.1,16,6.821,-4.5,11.2,-38.3,18.7,0.2,-0.5,43.2
0.117,0.035,9.736,0.082,-0.012,9.806,0.035,0.047,-0.009,-0.1,-0.2,14.2,6.821,-3.6,11,-38,18.6,0.1,-0.5,41.32
0.053,-0.041,9.726,0.085,-0.012,9.806,-0.031,-0.029,-0.005,-0.2,-0.3,13.2,6.821,-3.3,10.9,-38,13.7,0,-0.5,41.32
0.034,-0.16,9.678,0.081,-0.032,9.806,-0.047,-0.129,-0.047,-0.1,-0.2,13.2,6.063,-2.3,10.4,-37.8,9.7,0.2,-0.5,41.32
0.186,-0.203,9.747,0.089,-0.051,9.806,0.048,-0.138,-0.01,0,-0.2,16.9,6.484,-2,10.4,-37.8,9.6,0.3,-0.5,42.03
0.065,-0.11,9.712,0.098,-0.078,9.806,-0.032,-0.033,-0.013,-0.3,-0.2,18.9,6.484,-1.1,10.2,-37.4,3.7,0.5,-0.6,42.03
0.086,-0.008,9.812,0.097,-0.075,9.806,-0.01,0.067,0.077,-0.3,-0.2,17.4,6.484,-0.8,10.2,-37.4,3.7,0.4,-0.6,42.03
0.075,-0.077,9.683,0.092,-0.078,9.806,-0.017,0.001,-0.047,-0.2,-0.2,17.1,6.568,0.1,9.7,-37.5,358,0.5,-0.5,42.03
0.075,0.006,9.719,0.09,-0.072,9.806,-0.015,0.078,-0.01,0,-0.1,16.2,7.579,0.4,9.7,-37.6,357.9,0.4,-0.5,42.03
0.025,-0.139,9.702,0.087,-0.091,9.806,-0.062,-0.048,-0.019,-0.2,-0.2,14.4,9.011,1.1,9.3,-37.8,351.2,0.5,-0.5,44.08
0.046,0.097,9.802,0.083,-0.073,9.806,-0.037,0.169,0.072,-0.2,-0.2,13.7,9.011,1.3,8.9,-38.1,351.4,0.4,-0.5,44.08
0.115,-0.125,9.766,0.089,-0.087,9.806,0.026,-0.038,0.026,-0.1,-0.2,11.9,9.6,2.1,8.2,-38.6,342.9,0.5,-0.5,44.08
0.091,-0.017,9.752,0.091,-0.083,9.806,0.001,0.065,0.01,-0.4,-0.3,13.9,9.6,2.6,7.9,-38.9,336.3,0.5,-0.5,41.81
0.194,-0.194,9.714,0.109,-0.097,9.806,0.085,-0.097,-0.025,-0.1,-0.2,11.1,11.368,2.9,7.3,-39.8,332.4,0.6,-0.6,41.81
0.044,-0.048,9.75,0.103,-0.095,9.806,-0.059,0.046,0.01,-0.3,-0.2,13,13.811,3.2,7,-40.4,332.6,0.6,-0.6,41.81
0.122,-0.027,9.769,0.116,-0.103,9.805,0.007,0.075,0.035,-0.4,-0.3,13.1,15.242,3.7,6.1,-41.9,321,0.6,-0.7,41.09
0.11,-0.096,9.762,0.117,-0.107,9.805,-0.006,0.01,0.025,-0.2,-0.2,12.6,15.242,3.5,5.6,-42.8,327.6,0.6,-0.7,41.09
0.125,-0.141,9.738,0.115,-0.132,9.805,0.01,-0.011,0.002,0,-0.2,13,16.589,3.2,4.8,-44.3,321.4,0.8,-0.7,41.09
0.077,-0.127,9.783,0.111,-0.133,9.805,-0.034,0.005,0.042,0,-0.2,13.7,18.021,3.4,4.3,-45.5,314,0.8,-0.7,41.09
0.065,-0.086,9.774,0.102,-0.146,9.805,-0.037,0.058,0.021,-0.3,-0.2,16.2,19.284,3.3,2.6,-48.1,303.2,0.9,-0.6,41.91
0.079,0.087,9.74,0.099,-0.124,9.805,-0.019,0.21,-0.011,-0.2,-0.1,15.7,19.284,3.5,2.1,-49.6,286.9,0.7,-0.6,41.91
0.155,-0.279,9.719,0.095,-0.131,9.805,0.061,-0.149,-0.034,-0.3,-0.3,7.6,19.705,3.1,0.8,-53.1,274.8,0.8,-0.6,41.91
0.208,-0.213,9.781,0.109,-0.142,9.805,0.099,-0.071,0.025,0,-0.2,9.6,19.958,3,0.1,-55.1,257.5,0.8,-0.6,44.31
0.089,0.066,9.686,0.095,-0.115,9.806,-0.006,0.18,-0.055,-0.2,-0.1,13.3,19.958,2.6,-1.2,-59.8,244.5,0.7,-0.6,44.31
0.077,-0.117,9.769,0.093,-0.118,9.806,-0.015,0,0.025,0,-0.1,11.7,20.126,2.4,-1.7,-62.5,223.3,0.7,-0.5,44.31
0.077,-0.191,9.764,0.092,-0.127,9.805,-0.015,-0.065,0.017,0,-0.2,11.4,20.211,1.5,-2.6,-67.3,202.9,0.7,-0.5,42.55
0.103,-0.141,9.697,0.094,-0.131,9.805,0.01,-0.011,-0.044,-0.1,-0.2,13.9,20.379,1.1,-2.9,-69.7,203,0.8,-0.5,42.55
-0.009,-0.182,9.719,0.081,-0.139,9.805,-0.089,-0.043,-0.021,0.1,-0.2,14,20.379,0.5,-3.3,-74.2,188.6,0.8,-0.5,42.55
0.084,-0.108,9.7,0.081,-0.136,9.805,0.004,0.027,-0.035,0.1,-0.1,13.9,20.463,0.2,-3.3,-76.5,188.8,0.8,-0.5,41.62
0.055,0.011,9.721,0.074,-0.113,9.806,-0.018,0.123,-0.013,-0.1,-0.3,8.5,20.547,-0.2,-2.9,-80.4,188.7,0.7,-0.4,41.62
0.098,-0.153,9.695,0.078,-0.117,9.806,0.021,-0.037,-0.035,0.2,-0.2,4.7,20.968,-0.3,-2.8,-82.2,189.3,0.7,-0.5,41.62
-0.016,-0.136,9.738,0.064,-0.121,9.806,-0.08,-0.016,0,-0.1,-0.2,6.9,20.968,0,-2.2,-85.1,190.4,0.7,-0.4,41.51
0.067,-0.167,9.84,0.066,-0.127,9.806,0.001,-0.041,0.091,0.1,-0.3,5.3,20.968,0.1,-2,-86.5,190.7,0.7,-0.4,41.51
-0.004,-0.217,9.736,0.061,-0.141,9.805,-0.064,-0.077,-0.013,0.1,-0.2,4.3,20.884,0.5,-1.4,-88.6,193.5,0.8,-0.4,41.51
0.02,-0.141,9.783,0.058,-0.141,9.805,-0.038,-0.001,0.031,0,-0.2,3.5,20.884,0.7,-1,-89.6,213.7,0.8,-0.3,40.52
0.134,0.009,9.695,0.075,-0.123,9.806,0.06,0.131,-0.053,-0.1,-0.3,2.4,20.8,1.6,-0.1,-90.9,247.1,0.7,-0.4,40.52
0.117,-0.151,9.733,0.083,-0.127,9.805,0.035,-0.024,-0.013,-0.1,-0.4,0.2,21.221,1.8,0.7,-91.2,266.3,0.7,-0.5,40.52
0.082,-0.141,9.771,0.082,-0.146,9.805,0.001,0.004,0.024,0.2,-0.3,0.9,20.968,2.2,1.8,-92.3,282.9,0.9,-0.5,41.2
0.089,-0.048,9.738,0.085,-0.134,9.805,0.004,0.085,-0.008,0,-0.4,1.7,20.968,2.6,2.3,-92.7,280.8,0.8,-0.5,41.2
0.105,-0.179,9.733,0.088,-0.145,9.805,0.018,-0.035,-0.007,0.1,-0.3,0,21.053,2.8,3.1,-93.1,293,0.8,-0.5,41.2
0.07,-0.158,9.702,0.089,-0.146,9.805,-0.019,-0.013,-0.034,0,-0.3,0,20.884,2.8,3.2,-93.1,292.7,0.9,-0.5,40.32
0.053,-0.17,9.731,0.09,-0.149,9.805,-0.036,-0.021,-0.006,-0.1,-0.3,0,21.137,2.9,3.5,-93.4,292.3,0.9,-0.5,40.32
0.046,-0.196,9.755,0.088,-0.155,9.805,-0.042,-0.042,0.016,0.1,-0.3,0,21.137,3.1,3.3,-93.5,291.8,0.9,-0.5,40.32
