-0.035267532,-0.10919094,-0.313472,396688366315963
-0.019529402,-0.11101341,-0.23890859,396688376234176
-0.012375444,0.011581421,0.05106163,396688386121871
0.05103314,0.118370056,0.19089222,396688396009566
-0.16314277,0.19605923,0.20342213,396688405927779
-0.25571817,0.31633282,0.249093,396688415815475
-0.16007686,0.35134315,0.2932617,396688425703170
-0.037561655,0.38366222,0.18193746,396688435590865
0.098466784,0.37026787,0.043096483,396688445509078
0.22380209,0.1752634,0.052401632,396688455396773
0.24386531,-0.08261967,-0.09735915,396688465284469
0.06222737,-0.24436188,-0.21027875,396688475172164
-0.1096403,-0.23121834,-0.33105633,396688485090377
-0.17760235,-0.22143936,-0.23305553,396688494978072
-0.23531449,-0.16013336,-0.16925177,396688504865767
-0.28914598,-0.021187782,-0.115691155,396688514753463
-0.17978343,0.07575321,-0.09662914,396688524641158
-0.023972273,0.14867496,-0.074151844,396688534559371
-0.007817507,0.11635113,-0.056294143,396688544447066
-0.06844628,0.013629913,-0.060426176,396688554334762
-0.11112213,0.06990814,-0.09998056,396688564252975
-0.029724002,0.15342999,-0.13839713,396688574140670
0.07549736,0.12916374,0.03485623,396688584028365
0.036477953,0.0988121,0.05584514,396688593916060
0.035893142,0.1281519,-0.013911903,396688603803756
0.1899581,0.11563492,0.058482915,396688613721969
0.34189436,0.08406925,0.23701581,396688623609664
0.27880636,0.051280975,0.055490404,396688633497359
0.18829915,-0.0089588165,-0.09993979,396688643415572
0.21640119,-0.035525322,0.043606788,396688653303267
0.21493676,-0.0010356903,0.15804183,396688663190963
0.18230972,0.010671616,0.07899538,396688673078658
0.2047644,-0.05166149,-0.01437968,396688682996871
0.2725616,-0.08272648,-0.012529165,396688692884566
0.23184144,0.029665947,-0.050882638,396688702772262
0.02851072,0.06420612,-0.12814614,396688712690475
-0.034882516,0.021095276,-0.011521488,396688722547652
-0.014312506,0.09635067,0.044389665,396688732465865
0.02619657,0.18927574,0.078721344,396688742384078
0.054677397,0.25788403,0.155821,396688752271773
0.05054912,0.24165154,0.14367205,396688762159469
0.113660514,0.06436634,0.114183515,396688772047164
0.1577439,-0.028769493,0.01722455,396688781934859
0.13463137,-0.008514404,-0.12335819,396688791853072
0.20569906,8.087158E-4,-0.079681456,396688801740767
0.16201869,-0.010041237,-0.0452179,396688811628463
0.03606829,0.040486336,-0.0033474565,396688821516158
-0.078038126,0.047822952,0.07112545,396688831434371
-0.11173794,0.077474594,0.0618335,396688841322066
-0.0399628,0.1373415,0.019359708,396688851209762
0.03055793,0.1397667,0.03568235,396688861127975
0.14845261,0.0868454,0.07385257,396688871015670
0.17483756,0.039440155,0.089528084,396688880903365
0.1367555,0.0857811,-0.014784694,396688890791060
0.09951359,0.14079285,0.07383469,396688900678756
0.06560415,0.11839104,0.18119344,396688910566451
0.10648462,-0.03548336,0.09754714,396688920484664
0.15807,-0.17034435,-0.09198475,396688930372359
0.0967688,-0.2746811,-0.12215382,396688940290572
-0.010605693,-0.21949387,-0.068478465,396688950178267
-0.059265584,-0.056853294,0.016257793,396688960065963
-0.13336039,0.016049385,0.11455709,396688969953658
-0.08328429,0.0065689087,0.078368425,396688979841353
0.05739665,-0.02152729,0.030034482,396688989729049
0.114632964,-0.06208992,0.10729146,396688999616744
0.119644314,-0.096199036,0.09311059,396689009534957
0.08672574,-0.11101055,0.032777965,396689019453170
-0.07688695,-0.14919662,0.04616916,396689029340865
-0.1970844,-0.2514677,0.069113255,396689039228560
-0.13813272,-0.17777061,0.04054159,396689049116256
-0.034012347,-0.042856216,0.091735095,396689059003951
0.10009694,-0.047864914,0.15540683,396689068891646
0.096529424,-0.09522343,0.08541134,396689078779342
