ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (°/s),GYROSCOPE Y (°/s),GYROSCOPE Z (°/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),SOUND LEVEL (dB)
0.241,-0.056,9.728,0.211,-0.074,9.804,0.031,0.018,-0.027,0,0.1,-0.1,6.232,11.6,194.1,-472.4,353.4,0.4,-1.2,39.07
0.244,-0.086,9.769,0.214,-0.075,9.804,0.03,-0.011,0.012,0,0.1,0,6.147,11.9,194.3,-472.3,353.3,0.4,-1.3,38.66
0.229,-0.06,9.745,0.216,-0.075,9.804,0.014,0.014,-0.008,0,0,-0.1,6.484,11.7,193.9,-472.1,353.3,0.4,-1.3,38.66
0.21,-0.094,9.788,0.215,-0.077,9.804,-0.004,-0.017,0.031,0,0.1,-0.1,6.484,11.6,194,-472.1,353.3,0.4,-1.3,38.66
0.222,-0.106,9.762,0.219,-0.076,9.804,0.004,-0.03,0.005,0.1,0.1,-0.1,6.4,11.6,193.8,-471.7,353.2,0.4,-1.3,38.66
0.229,-0.082,9.733,0.22,-0.076,9.804,0.01,-0.006,-0.021,0,0,-0.1,6.232,11.6,193.6,-471.8,353.2,0.4,-1.3,38.34
0.215,-0.084,9.833,0.218,-0.079,9.804,-0.002,-0.005,0.067,0,0,0,6.4,11.3,193.4,-471.9,353.5,0.5,-1.3,38.34
0.205,-0.089,9.695,0.216,-0.08,9.804,-0.01,-0.009,-0.063,0,0,-0.1,6.4,11.1,193.5,-472,353.5,0.5,-1.3,38.34
0.224,-0.072,9.783,0.214,-0.08,9.804,0.012,0.007,0.025,0,0.1,0,6.568,11.4,193.6,-472,353.6,0.5,-1.2,38.31
0.196,-0.084,9.726,0.211,-0.08,9.804,-0.014,-0.004,-0.029,0,0,-0.1,6.4,11.1,193.8,-471.9,353.6,0.5,-1.2,38.31
0.208,-0.091,9.757,0.212,-0.082,9.804,-0.003,-0.01,0.002,0,0.1,-0.1,6.484,11,194,-472.1,353.6,0.5,-1.2,38.31
0.217,-0.103,9.769,0.212,-0.084,9.804,0.007,-0.02,0.012,0,0,-0.1,6.484,11.3,194.2,-472.1,353.6,0.5,-1.2,38.23
0.208,-0.075,9.676,0.211,-0.081,9.804,-0.002,0.006,-0.073,0.1,0.1,-0.1,6.4,11.3,194,-472,353.7,0.5,-1.2,38.23
0.205,-0.082,9.764,0.21,-0.081,9.804,-0.003,-0.001,0.013,0,0,-0.1,6.232,11,193.9,-472.1,353.7,0.5,-1.2,38.23
0.232,-0.094,9.831,0.212,-0.083,9.804,0.02,-0.011,0.071,0,0,0,6.232,11.2,194.1,-472.1,353.6,0.5,-1.2,38.23
0.182,-0.089,9.709,0.209,-0.084,9.804,-0.026,-0.005,-0.045,0,0,0,6.568,11.3,193.9,-472.1,353.7,0.5,-1.2,39.18
0.182,-0.091,9.728,0.205,-0.084,9.804,-0.022,-0.007,-0.021,0,0,0,6.147,11.2,193.6,-472.1,353.7,0.5,-1.2,39.18
0.224,-0.07,9.726,0.207,-0.083,9.804,0.018,0.012,-0.021,0,0,0,6.147,11.3,193.6,-472.2,353.7,0.5,-1.2,39.18
0.203,-0.051,9.75,0.208,-0.081,9.804,-0.003,0.03,0.002,0,0,0,6.147,11.7,193.6,-472.1,353.4,0.5,-1.2,37.83
0.236,-0.101,9.781,0.211,-0.083,9.804,0.027,-0.018,0.03,0,0,0,6.232,11.7,193.4,-472.2,353.3,0.5,-1.2,37.83
0.224,-0.07,9.752,0.212,-0.078,9.804,0.014,0.008,0.002,0,-0.1,0,6.232,11.8,193.6,-472.3,353.3,0.5,-1.2,37.83
0.194,-0.079,9.788,0.21,-0.078,9.804,-0.016,-0.001,0.033,0,0,0,5.811,11.6,193.6,-472.3,353.4,0.5,-1.2,42.52
0.201,-0.103,9.759,0.212,-0.08,9.804,-0.01,-0.024,0.001,0,0,0,5.811,11.6,193.7,-472.3,353.3,0.4,-1.2,42.52
0.213,-0.094,9.79,0.212,-0.081,9.804,0.002,-0.013,0.029,0,0,0,6.063,11.6,193.7,-472.2,353.3,0.5,-1.2,42.52
0.21,-0.089,9.774,0.217,-0.084,9.804,-0.006,-0.006,0.015,0,0,0,5.811,11.5,193.8,-472.3,353.3,0.5,-1.3,38.57
0.196,-0.063,9.714,0.215,-0.082,9.804,-0.018,0.019,-0.039,0,0,0,5.811,11.3,193.7,-472.1,353.6,0.5,-1.3,38.57
0.222,-0.063,9.852,0.216,-0.08,9.804,0.007,0.017,0.088,0,0,0,5.811,11.2,193.7,-472.3,353.6,0.5,-1.3,38.57
